name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,18797.24733785998,24.72366952896118,10,25,0.2,0.01,7,62
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,18875.91802001644,27.250942707061768,10,25,0.2,0.01,7,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,19000.259116013975,27.559271574020386,10,25,0.2,0.01,7,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,19279.243365130627,25.658950090408325,10,25,0.2,0.01,7,62
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,19022.882191172113,20.773878812789917,10,25,0.2,0.01,7,62
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,18831.875298823164,20.313183784484863,10,25,0.2,0.01,7,62
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,14953.64695432831,166.86290335655212,10,25,0.2,0.01,7,62
AVERAGE_FOR_ALGORITHMS,18394.438897620657,44.734685693468364,10,25,0.2,0.01,7,62
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,19271.641002245415,33.67687487602234,10,25,0.2,0.1,7,62
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,19314.87751855806,25.567599534988403,10,25,0.2,0.1,7,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,19304.7863005233,24.868469953536987,10,25,0.2,0.1,7,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,19080.15177789149,19.070979833602905,10,25,0.2,0.1,7,62
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,18953.580789640342,19.131816864013672,10,25,0.2,0.1,7,62
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,19026.75542424875,24.022703409194946,10,25,0.2,0.1,7,62
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,14042.381100097617,150.9641284942627,10,25,0.2,0.1,7,62
AVERAGE_FOR_ALGORITHMS,18427.739130457852,42.471796137945994,10,25,0.2,0.1,7,62
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,18929.12162018023,25.20939016342163,10,25,0.2,0.25,7,62
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,19077.270962129962,35.42907166481018,10,25,0.2,0.25,7,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,19186.803757792182,20.270136833190918,10,25,0.2,0.25,7,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,18906.322261721067,23.61479616165161,10,25,0.2,0.25,7,62
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,18803.955773059104,23.09325098991394,10,25,0.2,0.25,7,62
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,19049.577732880538,27.637490034103394,10,25,0.2,0.25,7,62
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,12853.718727600748,163.3161916732788,10,25,0.2,0.25,7,62
AVERAGE_FOR_ALGORITHMS,18115.252976480548,45.51004678862436,10,25,0.2,0.25,7,62
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,18680.5200711933,32.404309034347534,10,25,0.2,0.5,7,62
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,19200.89735367231,35.870037317276,10,25,0.2,0.5,7,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,19165.892257632935,22.053029537200928,10,25,0.2,0.5,7,62
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,18679.777093099212,29.948850393295288,10,25,0.2,0.5,7,62
