name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,15175.281014161994,26.839320421218872,10,25,0.2,0.01,5,70
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,15219.971306083784,26.95575785636902,10,25,0.2,0.01,5,70
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,15395.103347905095,17.79599690437317,10,25,0.2,0.01,5,70
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,15344.048254403337,20.298372507095337,10,25,0.2,0.01,5,70
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,15207.775749465804,15.930565357208252,10,25,0.2,0.01,5,70
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,15510.74909074805,24.79593777656555,10,25,0.2,0.01,5,70
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,11248.857693947277,140.52875518798828,10,25,0.2,0.01,5,70
AVERAGE_FOR_ALGORITHMS,14728.82663667362,39.020672287259785,10,25,0.2,0.01,5,70
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,15364.139365656483,28.327215433120728,10,25,0.2,0.1,5,70
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,15615.63428808535,18.972244024276733,10,25,0.2,0.1,5,70
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,15483.662647158557,18.568324327468872,10,25,0.2,0.1,5,70
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,15405.645254749987,18.307023286819458,10,25,0.2,0.1,5,70
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,15570.575756909337,19.232547521591187,10,25,0.2,0.1,5,70
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,15398.765871090589,23.162996768951416,10,25,0.2,0.1,5,70
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,11022.933685449572,127.6245379447937,10,25,0.2,0.1,5,70
AVERAGE_FOR_ALGORITHMS,14837.336695585696,36.31355561528887,10,25,0.2,0.1,5,70
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,15496.776968662842,15.628162622451782,10,25,0.2,0.25,5,70
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,15499.420621500885,21.40274143218994,10,25,0.2,0.25,5,70
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,15286.925843904835,18.290068864822388,10,25,0.2,0.25,5,70
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,15374.792626090833,15.422739505767822,10,25,0.2,0.25,5,70
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,15362.175924377008,25.712212085723877,10,25,0.2,0.25,5,70
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,15704.158903762556,19.189662218093872,10,25,0.2,0.25,5,70
