name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,4693.44400031859,7.794792890548706,10,25,0.2,0.01,3,38
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,4862.297861247827,10.884185075759888,10,25,0.2,0.01,3,38
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,4973.17679501332,6.088899612426758,10,25,0.2,0.01,3,38
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,4909.6341098913035,7.416204929351807,10,25,0.2,0.01,3,38
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,4818.242114179608,7.178711175918579,10,25,0.2,0.01,3,38
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,4757.083973064731,7.215689659118652,10,25,0.2,0.01,3,38
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,3474.85913280934,51.947683811187744,10,25,0.2,0.01,3,38
AVERAGE_FOR_ALGORITHMS,4641.248283789245,14.075166736330305,10,25,0.2,0.01,3,38
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,5005.962778330168,9.90151047706604,10,25,0.2,0.1,3,38
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,4780.84014973034,6.290174245834351,10,25,0.2,0.1,3,38
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,4872.462732796956,7.349338531494141,10,25,0.2,0.1,3,38
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,4892.294340557382,6.188411712646484,10,25,0.2,0.1,3,38
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,4845.475597742639,5.583035707473755,10,25,0.2,0.1,3,38
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,4795.020171412715,6.860645771026611,10,25,0.2,0.1,3,38
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,3635.2409541717816,45.02953338623047,10,25,0.2,0.1,3,38
AVERAGE_FOR_ALGORITHMS,4689.613817820283,12.457521404538836,10,25,0.2,0.1,3,38
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,4964.060886686719,6.966362953186035,10,25,0.2,0.25,3,38
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,4914.289385853517,7.536836862564087,10,25,0.2,0.25,3,38
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,4820.405576002848,7.635600805282593,10,25,0.2,0.25,3,38
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,4730.487852473416,6.150545835494995,10,25,0.2,0.25,3,38
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,4761.953803541758,8.22300124168396,10,25,0.2,0.25,3,38
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,4774.554419734603,5.727676868438721,10,25,0.2,0.25,3,38
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,3775.9444375626504,46.10169506072998,10,25,0.2,0.25,3,38
