name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,3126.191843407203,0.17899227142333984,5,10,0.2,0.01,8,8
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,3259.99478115217,0.17600631713867188,5,10,0.2,0.01,8,8
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,3232.6561942958347,0.1765275001525879,5,10,0.2,0.01,8,8
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,3415.9147636518023,0.18652963638305664,5,10,0.2,0.01,8,8
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,3303.864242894699,0.1788773536682129,5,10,0.2,0.01,8,8
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,3372.140405334267,0.179518461227417,5,10,0.2,0.01,8,8
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,3241.5494833671055,1.1693181991577148,5,10,0.2,0.01,8,8
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,3511.306770703815,0.17952466011047363,5,10,0.2,0.1,8,8
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,3278.499118036226,0.17804884910583496,5,10,0.2,0.1,8,8
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,3340.1887308161736,0.17803120613098145,5,10,0.2,0.1,8,8
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,3477.3852571823095,0.1880342960357666,5,10,0.2,0.1,8,8
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,3488.292140628486,0.17995285987854004,5,10,0.2,0.1,8,8
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,3280.407322044525,0.1795194149017334,5,10,0.2,0.1,8,8
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,3031.108553780632,1.246173620223999,5,10,0.2,0.1,8,8
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,3210.5643423831693,0.19749975204467773,5,10,0.2,0.25,8,8
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,3331.4611136580797,0.20245766639709473,5,10,0.2,0.25,8,8
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,3363.132072945451,0.20046377182006836,5,10,0.2,0.25,8,8
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,3553.3552038119337,0.2099170684814453,5,10,0.2,0.25,8,8
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,3480.147291747226,0.20049095153808594,5,10,0.2,0.25,8,8
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,3298.709558850037,0.20345497131347656,5,10,0.2,0.25,8,8
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,3132.483995021611,1.2696032524108887,5,10,0.2,0.25,8,8
