name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,10792.08310113871,11.566057443618774,10,25,0.2,0.01,7,37
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,10846.14649463036,15.05971097946167,10,25,0.2,0.01,7,37
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,10641.084922168733,12.108605861663818,10,25,0.2,0.01,7,37
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,10688.660965821815,10.63255500793457,10,25,0.2,0.01,7,37
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,10669.571957290043,11.201998710632324,10,25,0.2,0.01,7,37
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,11023.52976151623,10.869919776916504,10,25,0.2,0.01,7,37
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,9025.934120295522,81.61266255378723,10,25,0.2,0.01,7,37
AVERAGE_FOR_ALGORITHMS,10526.715903265916,21.864501476287842,10,25,0.2,0.01,7,37
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,10521.160180028988,12.792747735977173,10,25,0.2,0.1,7,37
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,10820.329373894267,10.955690383911133,10,25,0.2,0.1,7,37
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,10476.662841875843,12.629241228103638,10,25,0.2,0.1,7,37
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,10632.103930094265,13.535759925842285,10,25,0.2,0.1,7,37
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,10840.752631598556,10.788138628005981,10,25,0.2,0.1,7,37
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,10484.792073038896,17.399527072906494,10,25,0.2,0.1,7,37
