name,result,run_time,population_size_per_genetic_algorithm,epoch_threshold,crossover_probability,mutation_probability,number_of_depots,number_of_customers
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,9720.436532205464,14.527135848999023,10,25,0.2,0.01,9,27
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,9818.272862987827,14.627866506576538,10,25,0.2,0.01,9,27
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,9587.482306814358,11.690723896026611,10,25,0.2,0.01,9,27
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,9707.780444467742,12.523496389389038,10,25,0.2,0.01,9,27
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,9819.926802539612,11.7535560131073,10,25,0.2,0.01,9,27
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,10088.32006544796,14.035451173782349,10,25,0.2,0.01,9,27
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,9368.581719029407,75.86207604408264,10,25,0.2,0.01,9,27
AVERAGE_FOR_ALGORITHMS,9730.114390498911,22.14575798170907,10,25,0.2,0.01,9,27
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,9768.753746754242,13.164780616760254,10,25,0.2,0.1,9,27
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,9603.565482108359,13.94469404220581,10,25,0.2,0.1,9,27
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,9781.448199650895,11.181056499481201,10,25,0.2,0.1,9,27
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION,9919.037277826988,11.61096739768982,10,25,0.2,0.1,9,27
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS,9552.568041710028,14.428369998931885,10,25,0.2,0.1,9,27
GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,9805.612873904556,11.773473739624023,10,25,0.2,0.1,9,27
WisdomOfCrowds_GeneticAlgorithm|GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS|GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS|GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.REVERSE_SEQUENCE_MUTATION|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.TWORS|GA_CrossoverMethods.ORDERED_CROSSOVER_MutationMethods.REVERSE_SEQUENCE_MUTATION,8017.550722847952,77.30715322494507,10,25,0.2,0.1,9,27
AVERAGE_FOR_ALGORITHMS,9492.648049257576,21.91578507423401,10,25,0.2,0.1,9,27
GA_CrossoverMethods.UNIFORM_MutationMethods.TWORS,9491.611990220965,15.88151240348816,10,25,0.2,0.25,9,27
GA_CrossoverMethods.UNIFORM_MutationMethods.REVERSE_SEQUENCE_MUTATION,9856.973639399412,11.82935357093811,10,25,0.2,0.25,9,27
GA_CrossoverMethods.PARTIALLY_MAPPED_MutationMethods.TWORS,9547.588039720054,12.51850962638855,10,25,0.2,0.25,9,27
